1.6359E+12,63241.11
1.63598E+12,62954.86
1.63607E+12,61441.83
1.63616E+12,61072.32
1.63624E+12,61516.31
1.63633E+12,63293.22
1.63642E+12,67562.17
1.6365E+12,66954.11
1.63659E+12,64976.73
1.63668E+12,64838.81
1.63676E+12,64254.67
1.63685E+12,64420.94
1.63693E+12,65468.75
1.63702E+12,63584.25
1.63711E+12,60172.26
1.63719E+12,60381.35
1.63728E+12,56921.34
1.63737E+12,58133.02
1.63745E+12,59777.98
1.63754E+12,58755.9
1.63763E+12,56301.52
1.63771E+12,57578.22
1.6378E+12,57187.54
1.63788E+12,58935.45
1.63797E+12,53588.21
1.63806E+12,54801.15
1.63814E+12,57292.28
1.63823E+12,57828.45
1.63832E+12,57025.79
1.6384E+12,57229.76
1.63849E+12,56508.48
1.63858E+12,53713.84
1.63866E+12,49253.86
1.63875E+12,49380.43
1.63884E+12,50564.63
1.63892E+12,50645.41
1.63901E+12,50511.12
1.63909E+12,47659.68
1.63918E+12,47137.46
1.63927E+12,49379.67
1.63935E+12,50117.25
1.63944E+12,46757.09
1.63953E+12,48392.79
1.63961E+12,48884.66
1.6397E+12,47658.38
1.63979E+12,46173.51
1.63987E+12,46863.67
1.63996E+12,46689.28
1.64004E+12,46910.13
1.64013E+12,48934.57
1.64022E+12,48628.35
1.6403E+12,50785.69
1.64039E+12,50814.92
1.64048E+12,50470.89
1.64056E+12,50801.11
1.64065E+12,50692.3
1.64074E+12,47601.26
1.64082E+12,46408.87
1.64091E+12,47132.96
1.641E+12,46249.56
1.64108E+12,47763.33
1.64117E+12,47327.87
1.64125E+12,46441.99
1.64134E+12,45862.98
1.64143E+12,43436.17
1.64151E+12,43120.63
1.6416E+12,41528.04
1.64169E+12,41690.93
1.64177E+12,41864.44
1.64186E+12,41849
1.64195E+12,42723.37
1.64203E+12,43926
1.64212E+12,42546.44
1.6422E+12,43099.37
1.64229E+12,43146.53
1.64238E+12,43102.44
1.64246E+12,42248.35
1.64255E+12,42381.48
1.64264E+12,41707.85
1.64272E+12,40684.42
1.64281E+12,36480.85
1.6429E+12,35071.43
1.64298E+12,36280.82
1.64307E+12,36678.82
1.64316E+12,36948.81
1.64324E+12,36823.5
1.64333E+12,37146.85
1.64341E+12,37770.15
1.6435E+12,38186.49
1.64359E+12,37918.62
1.64367E+12,38521.79
1.64376E+12,38739.74
1.64385E+12,36912.68
1.64393E+12,37092.4
1.64402E+12,41584.19
1.64411E+12,41435.43
1.64419E+12,42450.98
1.64428E+12,43834.02
1.64436E+12,44133.28
1.64445E+12,44397.3
1.64454E+12,43531.11
1.64462E+12,42401.27
1.64471E+12,42245.56
1.6448E+12,42104.89
1.64488E+12,42580.94
1.64497E+12,44536.2
1.64506E+12,43948.81
1.64514E+12,40565.69
1.64523E+12,40014.55
1.64532E+12,40115.05
1.6454E+12,38382.32
1.64549E+12,37031.08
1.64557E+12,38262.17
1.64566E+12,37291.48
1.64575E+12,38344.78
1.64583E+12,39222.6
1.64592E+12,39103.91
1.64601E+12,37704.56
1.64609E+12,43226.36
1.64618E+12,44418.83
1.64627E+12,43934.85
1.64635E+12,42464.4
1.64644E+12,39141.25
1.64652E+12,39399.58
1.64661E+12,38407.69
1.6467E+12,38032.5
1.64678E+12,38753.1
1.64687E+12,41956.53
1.64696E+12,39437.89
1.64704E+12,38741.04
1.64713E+12,38809.18
1.64722E+12,37820.39
1.6473E+12,39680.6
1.64739E+12,39320.82
1.64748E+12,41133.08
1.64756E+12,40946.78
1.64765E+12,41795.77
1.64773E+12,42222.32
1.64782E+12,41250.83
1.64791E+12,41071.41
1.64799E+12,42372.67
1.64808E+12,42905.06
1.64817E+12,44004.47
1.64825E+12,44334.33
1.64834E+12,44542.39
1.64843E+12,46858.53
1.64851E+12,47115.93
1.6486E+12,47448.01
1.64868E+12,47064.16
1.64877E+12,45539.22
1.64886E+12,46282.56
1.64894E+12,45825.36
1.64903E+12,46425.52
1.64912E+12,46611.26
1.6492E+12,45508.16
1.64929E+12,43190.18
1.64938E+12,43464.32
1.64946E+12,42278.94
1.64955E+12,42787.69
1.64964E+12,42144.23
1.64972E+12,39488.62
1.64981E+12,40102.2
1.64989E+12,41148.06
1.64998E+12,39939.9
1.65007E+12,40566.2
1.65015E+12,40388.78
1.65024E+12,39711.45
1.65033E+12,40805.72
1.65041E+12,41507.3
1.6505E+12,41375.79
1.65059E+12,40514.01
1.65067E+12,39727.65
1.65076E+12,39429.01
1.65084E+12,39465.57
1.65093E+12,40472.7
1.65102E+12,38114.94
1.6511E+12,39249.28
1.65119E+12,39770.04
1.65128E+12,38596.28
1.65136E+12,37661.19
1.65145E+12,38475.48
1.65154E+12,38510.65
1.65162E+12,37727.19
1.65171E+12,39674.89
1.6518E+12,36549.9
1.65188E+12,36013.03
1.65197E+12,35471.42
1.65205E+12,34082.21
1.65214E+12,30175.71
1.65223E+12,31003.93
1.65231E+12,28907.15
1.6524E+12,28931.14
1.65249E+12,29234.06
1.65257E+12,30074.61
1.65266E+12,31277.43
1.65275E+12,29834.09
1.65283E+12,30406.69
1.65292E+12,28680.97
1.653E+12,30289.87
1.65309E+12,29159.5
1.65318E+12,29409.92
1.65326E+12,30278.94
1.65335E+12,29074.33
1.65344E+12,29634.57
1.65352E+12,29518.59
1.65361E+12,29193.92
1.6537E+12,28578.89
1.65378E+12,29013.69
1.65387E+12,29448.74
1.65396E+12,31715.58
1.65404E+12,31776.27
1.65413E+12,29780.81
1.65421E+12,30429.88
1.6543E+12,29681.76
1.65439E+12,29845.23
1.65447E+12,29901.35
1.65456E+12,31349.82
1.65465E+12,31117.83
1.65473E+12,30189.25
1.65482E+12,30083.46
1.65491E+12,29059.41
1.65499E+12,28344.5
1.65508E+12,26593.3
1.65516E+12,22431.22
1.65525E+12,22189.29
1.65534E+12,22550.79
1.65542E+12,20350.48
1.65551E+12,20434.75
1.6556E+12,18977.51
1.65568E+12,20540.38
1.65577E+12,20582.29
1.65586E+12,20703.51
1.65594E+12,19953.71
1.65603E+12,21088.3
1.65612E+12,21194.68
1.6562E+12,21481.38
1.65629E+12,21020.04
1.65637E+12,20702.23
1.65646E+12,20256.61
1.65655E+12,20085.93
1.65663E+12,19865.7
1.65672E+12,19226.7
1.65681E+12,19224.75
1.65689E+12,19288.97
1.65698E+12,20208.45
1.65707E+12,20181.91
1.65715E+12,20545.61
1.65724E+12,21633.44
1.65732E+12,21636.45
1.65741E+12,21582.6
1.6575E+12,20834.61
1.65758E+12,19946.31
1.65767E+12,19292.99
1.65776E+12,20223.69
1.65784E+12,20568.9
1.65793E+12,20835.61
1.65802E+12,21197.1
1.6581E+12,20774.23
1.65819E+12,22538.08
1.65828E+12,23403.29
1.65836E+12,23227.22
1.65845E+12,23154.09
1.65853E+12,22687.08
1.65862E+12,22461.7
1.65871E+12,22582.4
1.65879E+12,21300.72
1.65888E+12,21267.33
1.65897E+12,22950.29
1.65905E+12,23856.25
1.65914E+12,23792
1.65923E+12,23647.99
1.65931E+12,23326.49
1.6594E+12,23298.94
1.65948E+12,22981.77
1.65957E+12,22831.85
1.65966E+12,22608.3
1.65974E+12,23295.14
1.65983E+12,22947.19
1.65992E+12,23174.25
1.66E+12,23816.32
1.66009E+12,23156.31
1.66018E+12,23959.92
1.66026E+12,23953.77
1.66035E+12,24418.38
1.66044E+12,24447.13
1.66052E+12,24314.89
1.66061E+12,24096.19
1.66069E+12,23876.29
1.66078E+12,23332.09
1.66087E+12,23193.99
1.66095E+12,20843.22
1.66104E+12,21150.33
1.66113E+12,21520.51
1.66121E+12,21402.93
1.6613E+12,21516.02
1.66139E+12,21377.51
1.66147E+12,21597.93
1.66156E+12,20233.32
1.66164E+12,20035.59
1.66173E+12,19550.07
1.66182E+12,20290.41
1.6619E+12,19793.02
1.66199E+12,20047.68
1.66208E+12,20130.52
1.66216E+12,19952.91
1.66225E+12,19834.94
1.66234E+12,19994.65
1.66242E+12,19789.87
1.66251E+12,18806.7
1.6626E+12,19280.08
1.66268E+12,19327.53
1.66277E+12,21387.58
1.66285E+12,21673.03
1.66294E+12,21794.52
1.66303E+12,22392.71
1.66311E+12,20172.56
1.6632E+12,20219.55
1.66329E+12,19694.69
1.66337E+12,19787.61
1.66346E+12,20122.71
1.66355E+12,19415.86
1.66363E+12,19542.2
1.66372E+12,18879.96
1.6638E+12,18507.36
1.66389E+12,19408.63
1.66398E+12,19280.58
1.66406E+12,18931.79
1.66415E+12,18807.71
1.66424E+12,19227.26
1.66432E+12,19104.89
1.66441E+12,19530.71
1.6645E+12,19598.86
1.66458E+12,19427.2
1.66467E+12,19314.69
1.66476E+12,19049.72
1.66484E+12,19632.61
1.66493E+12,20342.25
1.66501E+12,20167.79
1.6651E+12,19956.49
1.66519E+12,19544.82
1.66527E+12,19417.73
1.66536E+12,19441.88
1.66545E+12,19132.52
1.66553E+12,19049.64
1.66562E+12,19156.21
1.66571E+12,19383.33
1.66579E+12,19184.71
1.66588E+12,19063.1
1.66596E+12,19265.53
1.66605E+12,19548.97
1.66614E+12,19330.74
1.66622E+12,19125.65
1.66631E+12,19046.83
1.6664E+12,19171.34
1.66648E+12,19205.45
1.66657E+12,19565.91
1.66666E+12,19338.9
1.66674E+12,20101.27
1.66683E+12,20772.36
1.66692E+12,20288.52
1.667E+12,20601.63
1.66709E+12,20816.16
1.66717E+12,20628.5
1.66726E+12,20499.29
1.66735E+12,20486.26
